,loan_amnt,fico,loan_age_in_months,annual_inc,logged_inc,delinq_2yrs,mths_since_last_delinq
11107,31980.28,615.0,7,72315.15134903642,11.188788948419097,0.0,-1
11109,16129.54,587.0,7,47511.28100418411,10.768722456650229,9.6,3
11110,18448.43,573.0,7,30487.546291079816,10.325073560885624,0.0,-1
11111,23021.41,581.0,7,57882.402285714285,10.966168684474907,0.0,-1
11112,23231.5,570.0,6,45812.25770308123,10.732306969732756,0.0,-1
11113,18065.0,588.0,7,24504.354527938347,10.106606116573895,0.0,-1
11114,30618.8,468.0,7,63837.024284304054,11.064088618949345,0.0,-1
11115,22657.26,556.0,7,58356.25990243903,10.974321913921656,0.0,-1
11117,17711.51,572.0,5,31172.257599999994,10.347283798755818,0.0,-1
11118,22400.21,603.0,6,42582.57742574258,10.659200467985709,0.0,-1
11119,16597.58,556.0,5,46184.570434782625,10.740401048015233,0.0,-1
11120,22509.88,562.0,6,39485.76956810632,10.583695621879938,0.0,-1
11122,11286.65,618.0,61,21523.141960252935,9.976884005488975,0.0,-1
11123,11949.73,568.0,61,25979.279124613797,10.165054542519142,24.0,57
11124,19706.52,490.0,61,28591.384,10.260860692679154,0.0,-1
11125,19050.55,498.0,70,35715.55155417406,10.483341490677837,0.0,-1
11126,24535.92,575.0,64,34645.70375919732,10.452929007297143,10.285714285714286,61
11127,23477.62,536.0,9,57831.103640606765,10.965282035193,9.6,4
11128,24784.66,586.0,8,53171.15575203252,10.881271343182068,0.0,-1
11129,16715.0,589.0,9,30897.86777583187,10.338442456486565,0.0,-1
11130,16556.09,558.0,8,21284.961017052374,9.96575604678547,6.857142857142857,4
11131,26804.63,550.0,7,34293.68116969697,10.442716393725176,14.4,4
11132,18900.94,604.0,7,29060.367327021122,10.277130577341053,4.0,2
11133,12406.38,578.0,7,85587.80450980391,11.357298081300062,9.6,6
11134,33606.61,562.0,7,45947.89748056995,10.73526337005731,0.0,-1
11135,25461.25,537.0,7,30626.03917378917,10.329605879476704,6.0,6
11136,27297.46,540.0,7,35374.42483732351,10.47374437579777,0.0,-1
11137,24217.76,550.0,6,52060.78549898166,10.860167266774752,0.0,-1
11138,23412.81,555.0,6,64354.7420703125,11.07216590215551,0.0,-1
11139,22882.81,600.0,6,48257.35455544456,10.784303521171044,0.0,-1
11140,19847.0,575.0,6,25269.612183353438,10.137357853345339,0.0,-1
11141,21744.35,518.0,7,26906.402608440796,10.200119552452483,0.0,-1
11142,28734.08,550.0,6,58268.629087415946,10.97281913295828,0.0,-1
11143,19542.63,600.0,60,34022.235396039614,10.434769572081564,0.0,-1
11144,15667.66,528.0,61,24707.59536621824,10.114865980051379,0.0,-1
11145,15703.46,578.0,61,24507.61878698225,10.106739319088625,0.0,-1
11146,31518.24,570.0,64,47165.593191489366,10.761419947947287,0.0,-1
11148,23793.0,488.0,60,65883.50393700789,11.095643369534896,0.0,-1
11149,16063.93,674.0,15,47076.23930555556,10.759523679372252,17.142857142857142,10
11150,20586.82,611.0,8,46808.39461206897,10.753817837873251,0.0,-1
11151,30281.9,601.0,8,46334.16171138507,10.743634801947884,12.0,3
11152,26595.6,558.0,5,26979.190384615384,10.202821121328377,0.0,-1
11153,14302.6,591.0,63,45703.30818181819,10.729925963361199,6.0,62
11154,14722.7,512.0,62,56148.59728752261,10.935756978332241,0.0,-1
11155,11609.75,594.0,61,17742.726630434783,9.783730943626551,0.0,-1
11156,14047.14,587.0,61,30541.668309278353,10.326847204303489,0.0,-1
11157,12430.0,660.0,62,45830.19230769231,10.732698373603734,0.0,-1
11158,10982.02,508.0,28,47656.543580246915,10.771775225577342,12.0,26
11159,33861.0,586.0,10,59510.7075,10.993911533326418,3.0,9
11160,31680.79,572.0,7,39072.97433333333,10.573186313468199,0.0,-1
11161,18891.2,558.0,7,35320.51489361702,10.472219232573616,0.0,-1
11162,27305.44,552.0,6,108450.41988700566,11.594048387958043,0.0,-1
11164,14525.84,608.0,6,17376.628791832107,9.76288140945415,0.0,-1
11165,23160.87,517.0,6,35472.96647058823,10.476526177498352,0.0,-1
11166,23316.38,617.0,6,67639.952434663,11.121954099799126,0.0,-1
11167,33102.0,658.0,6,44073.30681818182,10.69360959060489,0.0,-1
11168,23280.12,564.0,6,29955.93232458816,10.30748265820621,1.2203389830508475,5
11169,18712.61,608.0,6,32805.39857855361,10.398348371638216,0.0,-1
11171,16949.25,626.0,60,19838.433647973343,9.895376428527321,0.0,-1
11172,11114.75,579.0,66,17002.825108853413,9.741134792105239,8.0,65
11173,18435.92,481.0,12,22594.720558139532,10.025471554348657,0.0,-1
11174,19691.5,631.0,59,25005.832530120475,10.126864377844663,0.0,-1
11175,16550.0,582.0,59,51154.545454545456,10.842606632623,0.0,-1
11176,18925.75,570.0,60,32356.432278994314,10.384568114136195,0.0,-1
11177,17564.56,596.0,20,20570.051377777778,9.9315914803482,0.0,-1
11178,29166.19,479.0,6,40716.77385430463,10.61439542053919,0.0,-1
11179,11732.9,554.0,62,29677.33529411765,10.298138912055247,0.0,-1
11180,16405.36,525.0,59,28925.601271966534,10.27248233912211,0.0,-1
11181,12687.76,481.0,64,34098.355,10.437004421638791,0.0,-1
11182,16433.75,596.0,67,23007.249999999996,10.043564662632027,0.0,-1
11183,19372.5,591.0,67,42518.6015625,10.657696942980412,6.0,65
11185,16933.46,560.0,60,62266.66705061081,11.039181522274896,0.0,-1
11186,22560.68,566.0,13,82814.20341463415,11.324354864486333,4.8,12
11187,30412.8,663.0,12,55241.18068965517,10.919463981111885,0.8421052631578947,11
11188,13620.55,551.0,7,58929.15574948665,10.984091251401264,0.0,-1
11189,30932.68,609.0,6,50997.775242566524,10.83953728806019,0.0,-1
11190,23684.06,532.0,61,34000.42969325153,10.434128441555249,0.0,-1
11192,8980.12,582.0,59,21249.58732584269,9.96409275420365,0.0,-1
11193,15906.0,547.0,60,36973.54966887418,10.517958062168022,0.0,-1
11194,11996.21,624.0,64,31540.59707865168,10.359030791176513,0.0,-1
11195,16206.77,591.0,62,24431.96680028633,10.1036476685956,0.0,-1
11196,17920.69,537.0,61,38708.69039999999,10.563819411948003,0.0,-1
11197,19612.97,485.0,30,87696.20980891719,11.381633959740128,24.0,29
11198,29693.0,643.0,7,45020.48812095032,10.71487295671537,0.0,-1
11199,27455.98,625.0,7,49547.80966580977,10.81069333425656,4.8,6
11200,30096.27,604.0,6,41562.45548852459,10.634952526444845,14.4,5
11201,21125.0,641.0,6,41079.639889196675,10.623267897918305,0.0,-1
11203,14837.95,644.0,60,58931.85801886793,10.98413710658773,0.0,-1
11204,9657.0,586.0,62,18264.13746630728,9.812694714807854,0.0,-1
11206,28073.75,628.0,60,77047.2539113429,11.252174199767158,0.0,-1
11208,13090.69,636.0,59,21245.87698535081,9.963918131308644,0.0,-1
11209,8564.82,632.0,63,18760.6098855359,9.839514731921755,0.0,-1
11210,32540.47,479.0,10,46250.97187711006,10.741837756278926,6.857142857142857,5
11213,22335.28,557.0,26,33970.92803468208,10.433260380024388,0.0,-1
11214,7129.0,622.0,20,14401.674664107486,9.575099774920798,0.0,-1
11216,25800.0,487.0,14,31122.636103151865,10.345690682389662,19.2,9
11218,12740.83,518.0,9,29504.34229922992,10.292292728079621,0.0,-1
11221,22110.08,701.0,9,36996.596502384746,10.518581200973317,0.0,-1
11222,22935.52,615.0,9,66684.07403314918,11.10772143327589,0.0,-1
11223,23681.45,503.0,9,30828.356369820653,10.336190206770755,0.0,-1
11224,23522.0,607.0,8,43934.1703637977,10.690447664487687,3.4285714285714284,3
11226,27026.21,545.0,8,81738.7529454023,11.311283500645176,0.0,-1
11227,16629.0,527.0,7,23120.24108322325,10.048463750207002,3.4285714285714284,6
11230,13380.0,612.0,7,24662.784588441333,10.113050689582746,0.0,-1
11232,21770.0,597.0,8,51489.71910112359,10.84913743761889,6.0,7
11233,18217.5,623.0,7,30826.235932475887,10.336121422361794,0.0,-1
11234,22086.71,526.0,8,27856.51560814859,10.234822171606504,0.0,-1
11236,22784.34,613.0,8,38553.88721864952,10.559812209670525,0.0,-1
11237,35450.84,695.0,7,63726.74483347565,11.062359609543865,0.0,-1
11238,20672.89,608.0,7,80735.49805194806,11.298933634268614,0.0,-1
11239,21073.67,603.0,8,45873.9145294726,10.733651923594048,18.0,7
11240,27722.66,544.0,7,38518.943432343236,10.558905436468985,0.0,-1
11241,19793.29,604.0,7,53970.045919689124,10.896184466449627,0.0,-1
11242,16308.53,621.0,8,21768.83681039949,9.988234721951297,0.0,-1
11244,18339.14,526.0,7,34967.29139492754,10.462168371951172,0.0,-1
11245,21479.44,559.0,7,33893.71904047976,10.430984997160364,6.857142857142857,5
11246,18199.08,613.0,7,34668.8356561086,10.4535964545013,0.0,-1
11247,20055.14,534.0,7,22044.945013054832,10.000838603484315,4.0,4
11248,25656.5,581.0,7,38194.435997171146,10.5504451294617,0.0,-1
11249,17203.68,556.0,7,49337.52915531336,10.8064403109071,0.0,-1
11251,21498.59,576.0,6,36972.65682189543,10.517933913614062,0.0,-1
11252,22304.29,571.0,7,43920.04719363892,10.69012615071924,0.0,-1
11253,22994.34,543.0,7,32860.20753564155,10.400017707324253,4.8,6
11254,21047.05,589.0,6,23135.269060052222,10.049113531273568,0.0,-1
11255,29386.76,688.0,7,55930.49710669077,10.931865075791347,4.8,4
11258,17485.75,573.0,7,19260.86015175301,9.865830344362832,9.6,6
11259,32540.57,492.0,6,38374.17358543417,10.555139949424627,0.0,-1
11261,27125.02,617.0,7,51813.218784029035,10.8554005845733,0.0,-1
11262,15031.63,539.0,7,46259.6215643275,10.742024755127833,4.8,4
11263,20277.6,612.0,7,25651.65144230769,10.152363232242072,0.38095238095238093,6
11264,16400.0,544.0,7,38529.017857142855,10.559166946953841,6.0,4
11265,21229.78,546.0,6,26969.636028968016,10.202466920639226,0.0,-1
11266,25354.0,534.0,7,38534.418772563185,10.559307114993715,9.0,6
11267,18491.8,587.0,7,21892.710348706412,9.993908999604482,8.0,5
11268,18721.52,570.0,7,37893.076538461544,10.542523697297579,0.0,-1
11271,32386.98,616.0,7,63714.57280373832,11.062168587825006,0.4067796610169492,6
11272,25120.66,562.0,6,59347.911672278344,10.991172212768005,0.0,-1
11275,32539.0,592.0,6,46248.882511816344,10.741792580741993,1.0909090909090908,5
11277,17560.7,556.0,6,42391.36869266056,10.65470005192783,0.0,-1
11278,25178.08,596.0,6,33909.05847728727,10.431437469393238,0.0,-1
11280,18514.5,571.0,6,27758.56303418804,10.23129964938282,0.0,-1
11281,31793.66,619.0,6,75793.49297848245,11.235767723334554,0.0,-1
11282,32663.08,629.0,6,64986.56275992439,11.081935800736456,0.0,-1
11284,21239.25,536.0,6,33921.56392261002,10.431806195052003,0.0,-1
11285,22993.55,617.0,6,50104.992494824015,10.821875932703454,0.38095238095238093,4
11288,19884.23,611.0,6,30822.020729013253,10.335984672234622,14.4,5
11290,29651.0,562.0,6,38527.99691358025,10.559140448560004,0.0,-1
11293,32269.2,600.0,6,46271.57084468665,10.742283030853336,0.0,-1
11294,13737.7,595.0,6,55504.526871401154,10.924219861658733,0.0,-1
11295,18405.0,549.0,6,50380.396618985695,10.82735742242396,0.0,-1
11297,23064.77,579.0,5,39312.82659919029,10.579306121177833,0.0,-1
11298,15817.48,590.0,6,52517.027444794956,10.86889272827718,0.0,-1
11301,22732.25,578.0,6,23319.389010721246,10.057040439894836,0.0,-1
11302,21706.86,577.0,6,41090.773651079144,10.62353888990851,0.0,-1
11303,20158.22,499.0,5,23111.684694989108,10.048093599572443,0.0,-1
11304,20511.0,591.0,5,46226.6113490364,10.741310914469542,0.0,-1
11305,35255.01,604.0,5,40245.008703904554,10.602741267800752,0.0,-1
11306,17507.29,619.0,6,20039.611446438284,9.905466166110548,0.0,-1
11308,22884.68,509.0,6,25407.3055907173,10.142792033333224,0.0,-1
11309,21251.0,575.0,5,33966.10098709187,10.43311827644206,3.4285714285714284,5
11311,17964.68,570.0,6,27744.42509170946,10.2307902013959,0.0,-1
11313,17243.75,580.0,61,40401.83741648107,10.606630543520996,0.0,-1
11314,13428.61,630.0,60,25476.821857529307,10.145524371040361,0.0,-1
11315,23650.0,463.0,60,26897.08108108108,10.199773049705309,24.0,58
11316,22947.55,596.0,71,38077.007255520504,10.54736589483789,0.0,-1
11317,18840.27,533.0,63,26621.845587642714,10.189487420411446,0.0,-1
11319,29350.0,602.0,62,47283.614088820825,10.763919089277467,0.0,-1
11320,9270.93,501.0,62,15179.795112840467,9.627720553680698,0.0,-1
11321,10046.23,600.0,62,19285.82839416058,9.867125825082002,0.0,-1
11322,14677.92,582.0,20,21840.412786421497,9.991517330157404,0.0,-1
11323,21959.38,616.0,8,27161.98443268665,10.209573643535458,0.0,-1
11324,28731.24,517.0,7,51272.71328244275,10.844913984821629,0.0,-1
11325,24524.54,615.0,7,34653.88325050369,10.453165069060203,0.7741935483870968,5
11326,27225.85,577.0,6,34260.28014354067,10.441741948830689,0.0,-1
11327,17685.36,606.0,7,31008.331199999997,10.342011195748,9.6,5
11328,13106.12,645.0,7,61414.86966592428,11.025407261784576,0.0,-1
11329,35411.95,647.0,6,119785.76012861736,11.693460093897613,0.0,-1
11330,35314.19,645.0,6,54915.78400591279,10.913556090837512,0.0,-1
11331,24883.96,629.0,5,37747.54999279019,10.538675851717779,0.0,-1
11332,19525.0,553.0,61,42027.71238485159,10.646084498367804,0.0,-1
11333,17101.6,521.0,60,24382.82359322034,10.10163421229385,0.42105263157894735,55
11334,24510.0,536.0,62,49324.909090909096,10.806184487825947,0.0,-1
11335,22116.0,527.0,61,43835.9547596607,10.688209644546541,14.4,57
11337,21198.99,573.0,61,30368.85284059946,10.321172784544016,0.0,-1
11338,10149.5,455.0,63,11239.80963665087,9.327217187063237,3.4285714285714284,61
11339,13556.8,568.0,63,19607.94387895461,9.883690063053434,0.0,-1
11341,12343.03,650.0,14,18488.171004273507,9.824886401385342,6.0,13
11342,32919.81,584.0,8,78581.56688989783,11.271892432973434,0.0,-1
11343,14219.27,556.0,8,43846.224061583576,10.688443883752452,24.0,4
11346,28178.16,521.0,7,47559.125585874805,10.769728965141061,18.0,2
11348,15938.2,637.0,6,33822.43652875883,10.428879663877597,4.0,5
11349,24746.09,577.0,6,82343.39757911392,11.318653557274576,0.0,-1
11350,24209.0,570.0,6,88388.06770833333,11.389492258840061,0.0,-1
11352,14499.96,577.0,61,84195.9003314917,11.340901509395296,0.0,-1
11353,22905.25,617.0,61,35376.073108008815,10.473790969694166,0.0,-1
11354,14255.7,551.0,60,18565.973605947955,9.829085808325125,6.0,56
11356,12716.5,551.0,64,29966.46076233184,10.3078340606556,0.0,-1
11357,10340.48,594.0,62,16681.265510360707,9.722041542960463,6.0,61
11358,29452.1,559.0,10,56537.273242009134,10.942655403024293,0.0,-1
11359,14908.19,482.0,9,18411.877426556995,9.8207512476565,0.0,-1
11360,34630.65,653.0,7,43615.11461953266,10.683159034848106,0.0,-1
11361,26104.71,619.0,8,35958.12609436435,10.490110376392488,0.0,-1
11362,17383.86,647.0,8,26402.36540462428,10.181208883780698,0.0,-1
11364,23505.0,654.0,7,23549.814108674927,10.066873205938885,0.0,-1
11365,20761.99,644.0,7,24380.839653631287,10.101552842706004,0.0,-1
11366,10430.0,622.0,7,35590.681818181816,10.479839135898194,0.0,-1
11367,36500.0,601.0,7,53502.78940027894,10.887489069847913,0.0,-1
11368,20762.37,741.0,6,27006.498601485146,10.203832804969423,6.0,5
11369,25789.31,637.0,6,30557.57024802706,10.327367732528824,24.0,4
11370,23089.57,604.0,6,25477.310309711283,10.145543543270806,3.4285714285714284,1
11371,19897.4,602.0,6,38762.126784059314,10.565198935089132,0.0,-1
11372,37282.11,612.0,6,48107.42493554328,10.781191808745179,0.0,-1
11373,16430.24,610.0,6,38502.07857302118,10.558467507728167,0.7619047619047619,5
11374,12934.36,516.0,62,21213.96593286495,9.96241501418428,0.0,-1
11375,18869.7,614.0,61,33942.84220890412,10.432433277441854,0.0,-1
11376,10300.0,539.0,61,27602.42346938776,10.22565885471232,0.0,-1
11377,14683.37,609.0,59,32405.21047268908,10.386074505909049,0.0,-1
11378,10339.5,566.0,65,20321.131431244157,9.919416580813772,0.0,-1
11379,21033.0,614.0,63,31587.085775553962,10.360503638054597,0.0,-1
11380,21539.75,578.0,63,36059.77270916335,10.492933193608307,0.0,-1
11381,11728.87,525.0,63,37224.10252265861,10.52471174772923,0.0,-1
11382,23206.41,569.0,62,32899.23576923077,10.401204707584908,0.0,-1
11383,26097.05,579.0,11,39474.37152627789,10.583406918193505,0.0,-1
11384,17370.96,554.0,60,35745.7266993144,10.484186008091218,0.0,-1
11386,18971.92,514.0,9,58964.50284023669,10.984690895050159,0.0,-1
11387,18965.85,658.0,7,26215.296611842106,10.174098359527484,0.0,-1
11388,17485.9,679.0,7,53788.98374816985,10.892823962137891,0.0,-1
11389,17878.73,606.0,7,31833.23027966102,10.368266000507337,0.0,-1
11390,16842.68,542.0,6,58879.31893510816,10.983245186337017,0.0,-1
11391,16721.49,556.0,6,19803.74886696731,9.893626535476214,0.0,-1
11392,13154.02,639.0,6,23500.506819727892,10.064777266696622,0.0,-1
11393,32995.94,583.0,6,54758.66503949448,10.910690900717617,0.0,-1
11394,24707.0,529.0,6,51754.1445663011,10.854259796158427,0.0,-1
11395,13852.57,580.0,6,58092.31451097805,10.96978865372836,0.0,-1
11396,21366.71,672.0,6,25740.514741972474,10.155821478695794,0.0,-1
11397,30088.81,529.0,6,50092.38495245643,10.82162427856329,0.0,-1
11398,18048.45,546.0,6,40773.97145161291,10.615799202195287,0.0,-1
11399,22354.0,568.0,6,26564.340497737558,10.187325012592968,0.0,-1
11400,17612.09,621.0,5,19322.715973890343,9.869036676245011,0.0,-1
11401,26532.57,589.0,5,34136.51535211268,10.438122921780847,0.0,-1
11402,18403.73,534.0,62,43278.64837625979,10.675414683279003,0.0,-1
11403,11194.37,643.0,62,39311.332775919735,10.579268122087411,0.0,-1
11404,22678.25,618.0,63,30276.112523839794,10.318114315024074,0.0,-1
11405,15621.07,503.0,62,32479.452475247523,10.38836293684435,0.0,-1
11407,20826.95,552.0,63,33184.06297420334,10.409825008755375,0.0,-1
11408,19892.8,617.0,62,37668.96302975654,10.53659177255982,0.0,-1
11409,14122.0,572.0,62,38766.27450980392,10.565305933961271,0.0,-1
11410,15400.85,632.0,61,16268.503521126762,9.696986218178733,0.0,-1
11411,17957.0,567.0,62,29323.25038880249,10.286136008955848,0.0,-1
11412,18729.13,551.0,61,32265.113207547176,10.38174183904338,0.0,-1
11413,13093.24,469.0,61,58501.71063829787,10.976811274472723,0.0,-1
11414,17759.0,560.0,60,43114.335260115615,10.67161082543423,0.0,-1
11415,12299.0,581.0,61,36583.42776203966,10.507350623460683,0.0,-1
11418,12332.0,537.0,62,20359.43396226415,9.921299668817488,0.0,-1
11419,17160.0,603.0,62,29489.36170212766,10.291784857021927,0.0,-1
11420,17485.61,447.0,61,23937.275749674056,10.08319217771929,4.0,57
11422,15394.0,535.0,61,25454.64566929134,10.14465354635314,0.0,-1
11423,17077.0,486.0,62,70593.8976377953,11.164698984020271,0.0,-1
11424,6928.6,451.0,62,17383.584229390683,9.763281604795138,24.0,58
11425,18472.0,500.0,61,26174.8987854251,10.172556168889813,0.0,-1
11426,20795.0,617.0,62,33878.58805275407,10.430538472949339,3.0,61
11428,19180.56,562.0,61,26499.457894736843,10.184879554962688,0.0,-1
11432,7738.0,543.0,61,16926.875,9.73665787451009,4.0,60
11433,17808.0,548.0,60,98154.33070866142,11.494296322100139,0.0,-1
11436,15649.25,599.0,61,30627.60950605778,10.329657152578072,0.0,-1
11438,9347.0,497.0,62,50851.55440414508,10.836665969429268,0.0,-1
11439,18531.0,622.0,61,33346.27249357326,10.414701275788968,0.0,-1
11440,14187.12,606.0,61,19523.559633027526,9.8793772015912,0.0,-1
11441,13227.07,563.0,62,18960.305119453922,9.850102868477729,0.0,-1
11442,24296.4,639.0,61,40720.22346368716,10.614480139020918,0.0,-1
11443,12861.0,542.0,61,16438.283627510653,9.707368260940333,0.0,-1
11445,13054.0,554.0,61,29132.199787460147,10.279599363321298,24.0,57
11446,25265.27,534.0,60,62715.20921985815,11.046359268494957,0.0,-1
11448,36281.65,502.0,60,62045.16693811076,11.035617897802421,6.0,57
11450,19014.0,517.0,61,59507.30253353204,10.993854315658808,0.0,-1
11451,12000.0,628.0,61,37500.0,10.532096211958502,0.0,-1
11452,11435.0,518.0,61,28053.154205607476,10.241856354026654,12.0,57
11453,14364.0,588.0,60,35529.32862190813,10.478113792746141,20.0,59
11455,7270.0,583.0,60,40388.88888888889,10.606309998619492,0.0,-1
11457,24693.5,559.0,60,37796.17346938775,10.5399631455149,0.0,-1
11458,14066.74,602.0,59,25754.275501307755,10.15635593119469,0.0,-1
11459,12599.0,589.0,60,31385.40925266904,10.354098390420289,0.0,-1
11460,14935.73,508.0,60,28696.27904849039,10.264522743464056,0.0,-1
11462,22355.0,580.0,60,41180.26315789473,10.625714370991053,0.0,-1
11466,18758.0,528.0,61,20831.200423056584,9.944207162121941,0.0,-1
11467,12967.9,508.0,60,34384.58333333333,10.44536358399354,0.0,-1
11468,17422.24,578.0,59,32579.433659839717,10.391436498942939,0.0,-1
11469,14157.31,552.0,59,36749.50679851669,10.511880084102403,0.0,-1
11470,20491.23,617.0,60,40788.23033175355,10.616148846515184,14.4,56
11471,15218.0,536.0,60,57581.62162162162,10.960958726701548,6.0,58
11473,14760.0,653.0,67,19252.173913043476,9.865379263887469,0.0,-1
11474,24634.65,486.0,63,55093.46645367412,10.916786411951932,0.0,-1
11476,26825.0,525.0,65,64014.20454545454,11.066860283738162,0.0,-1
11478,17718.0,605.0,65,30225.670186839965,10.316446848499039,24.0,62
11479,10427.94,595.0,64,16185.27272727273,9.691857016837636,6.0,63
11480,19585.5,550.0,64,28761.92307692307,10.266807675973764,0.0,-1
11482,19309.0,495.0,65,36399.37163375225,10.502306790666823,0.0,-1
11483,13907.0,556.0,64,58061.033797216696,10.969250043090385,0.0,-1
11484,22564.0,516.0,64,30970.19607843137,10.3407806041849,18.0,59
11486,12538.97,553.0,63,25465.99323017408,10.145099242295526,0.0,-1
11487,12501.06,587.0,63,32571.0,10.391177600899962,4.8,62
11488,20091.0,649.0,65,33942.96057924376,10.432436764778963,0.0,-1
11489,10473.65,545.0,64,16256.219512195123,9.696230853743923,0.0,-1
11491,15482.0,575.0,63,16968.789144050104,9.739131002945367,0.0,-1
11492,20982.16,564.0,63,75578.9639794168,11.232933269207212,0.0,-1
11493,15432.41,599.0,63,37422.70323325634,10.530032837551753,0.0,-1
11494,14899.0,595.0,64,22253.129445234707,10.010237926928243,0.0,-1
11496,16941.15,553.0,63,35647.710420841686,10.481440199960696,6.857142857142857,62
11499,25294.09,514.0,62,35697.30443548387,10.482830458908152,0.0,-1
11502,10009.0,585.0,63,16168.384615384615,9.690813047480905,0.0,-1
11503,24239.0,514.0,62,54440.53475935829,10.90486427962969,0.0,-1
11506,10993.13,545.0,62,38032.24546952223,10.546189643868225,0.0,-1
11507,24281.77,453.0,62,42422.39351081531,10.655431650638523,0.0,-1
11509,10166.0,557.0,63,13746.68383773342,9.528552898569675,0.0,-1
11511,12957.7,528.0,63,25890.74215033302,10.161640737855516,0.0,-1
11515,9221.0,480.0,63,20340.441176470587,9.92036635945929,0.0,-1
11516,14805.0,546.0,63,34776.845637583894,10.456707089073692,0.0,-1
11517,17849.75,551.0,64,33891.93037974683,10.430932223136699,0.0,-1
11518,13688.82,579.0,64,16314.711691259929,9.69982253748053,0.0,-1
11519,24213.71,556.0,63,40711.60208166533,10.614268394239406,0.0,-1
11522,10013.33,510.0,63,24944.2384341637,10.124398150030084,0.0,-1
11523,10880.24,654.0,63,19248.950294860995,9.865211808092017,0.0,-1
11524,21307.0,485.0,62,36437.05211726385,10.503341451209794,0.0,-1
11526,15479.75,478.0,62,34472.4019088017,10.447914338220563,0.0,-1
11528,13562.25,544.0,63,22839.39454691259,10.036242154964677,0.0,-1
11529,11339.5,501.0,62,31708.32223701731,10.364334456546295,0.0,-1
11530,8904.74,458.0,62,25722.08253094911,10.155105144395222,0.0,-1
11532,16450.0,556.0,63,28596.854304635763,10.261052001410272,0.0,-1
11533,15288.19,578.0,62,24248.639728096674,10.096115801105585,6.0,57
11534,10058.0,502.0,62,25447.95180722891,10.14439053965278,0.0,-1
11535,13837.0,596.0,63,24899.48586118252,10.122602434094343,0.0,-1
11537,9929.77,543.0,62,22665.77934782609,10.028611548304456,24.0,57
11538,11080.74,516.0,62,46632.37274549098,10.750050273034727,0.0,-1
11540,19383.28,562.0,62,24957.012875536482,10.124910138860686,0.0,-1
11542,10696.75,553.0,63,21787.754607177496,9.98910337568897,0.0,-1
11543,13352.42,499.0,62,35629.0749682338,10.480917296102707,0.0,-1
11545,34301.0,536.0,62,67890.76343072574,11.125655272345528,0.0,-1
11547,9346.47,492.0,63,15957.387804878048,9.677677186234623,0.0,-1
11548,19999.99,527.0,62,44680.82872340426,10.707299800983467,0.0,-1
11549,18482.34,577.0,62,29628.178625954195,10.296481168072553,0.0,-1
11550,12283.25,556.0,62,16031.587942821629,9.682316301384976,0.0,-1
11551,15517.24,447.0,62,25577.86813186813,10.149482730450542,6.0,59
11552,27315.0,624.0,62,38523.505708529214,10.559023871857324,6.857142857142857,61
11554,18432.9,497.0,62,42444.177631578954,10.655945024065748,0.0,-1
11555,13271.34,529.0,62,20372.67105263158,9.921949627410523,0.0,-1
11556,11674.81,548.0,12,14262.420593368235,9.565383426643402,0.0,-1
11557,35105.0,610.0,10,69156.19136960601,11.144122868437075,3.4285714285714284,9
11558,25662.2,572.0,10,33936.15869017632,10.432236352953842,4.0,8
11560,8577.91,501.0,15,42285.471830985916,10.652198850507762,24.0,11
11561,24052.0,583.0,60,59422.588235294126,10.992429706386611,6.0,56
11562,13239.55,502.0,61,17120.107758620692,9.74800894398788,0.0,-1
11564,12514.0,493.0,60,33952.71317829457,10.432724046680097,0.0,-1
11565,27293.75,507.0,60,36484.32527052832,10.504638002689765,0.0,-1
11566,15016.0,566.0,60,38176.271186440674,10.549969428456881,0.0,-1
11568,14742.84,473.0,60,68953.14922048998,11.141182556152172,6.0,56
11569,13291.95,590.0,60,18670.96655518395,9.834725005692988,0.0,-1
11570,25966.85,574.0,60,38646.622962437985,10.562214675358268,0.0,-1
11572,28802.07,536.0,31,64689.141176470584,11.07734863296398,0.0,-1
11573,21450.53,545.0,32,56027.50373134329,10.933597987208167,6.0,27
11574,17073.0,566.0,24,45383.9240506329,10.72291322552168,0.0,-1
11575,17795.0,557.0,38,22772.394881170017,10.033304330565716,12.0,36
11576,17919.0,491.0,21,29536.813186813186,10.293392668979822,8.0,19
11578,21060.0,586.0,21,38591.62303664921,10.560790512124797,0.0,-1
11581,20660.94,591.0,23,56939.59842519685,10.949746308211388,0.0,-1
11582,18865.0,473.0,28,22483.82519863791,10.0205514496138,0.0,-1
11583,13268.83,679.0,20,23278.649122807015,10.055291872790889,0.0,-1
11584,14802.5,578.0,25,18828.134463961233,9.843107544197318,4.8,24
11585,9143.0,516.0,21,22994.371257485032,10.043004737025086,3.4285714285714284,19
11586,10000.0,577.0,21,13199.245757385292,9.48791496734991,0.0,-1
11589,22660.0,539.0,22,26290.60773480663,10.17696703403364,9.6,19
11590,11046.23,490.0,19,16969.33650329188,9.739163259248942,0.0,-1
11591,15083.47,550.0,19,17976.893870601583,9.796842538407784,18.0,14
11592,10046.41,680.0,20,11825.931053811659,9.37804994631234,0.0,-1
11593,25979.0,573.0,19,25673.36470588235,10.153209340689749,24.0,17
11595,10511.82,507.0,20,16980.632307692307,9.739828697552001,0.0,-1
11596,20961.38,545.0,18,22974.372651356996,10.042134641143006,0.0,-1
11599,10887.41,617.0,18,25460.535634743872,10.144884910175401,6.0,15
