Date,PX_LAST
1/26/2022,1.6844
1/25/2022,1.5541
1/24/2022,1.5472
1/21/2022,1.5571
1/20/2022,1.5865
1/19/2022,1.648
1/18/2022,1.6578
1/17/2022,1.5577
1/14/2022,1.5577
1/13/2022,1.4728
1/12/2022,1.5189
1/11/2022,1.499
1/10/2022,1.5186
1/7/2022,1.4987
1/6/2022,1.4687
1/5/2022,1.4293
1/4/2022,1.3573
1/3/2022,1.354
12/31/2021,1.263
12/30/2021,1.2629
12/29/2021,1.2969
12/28/2021,1.245
12/27/2021,1.2467
12/24/2021,1.2417
12/23/2021,1.2417
12/22/2021,1.2156
12/21/2021,1.2156
12/20/2021,1.1668
12/17/2021,1.1749
12/16/2021,1.1637
12/15/2021,1.2451
12/14/2021,1.2353
12/13/2021,1.2044
12/10/2021,1.25
12/9/2021,1.2679
12/8/2021,1.2744
12/7/2021,1.2549
12/6/2021,1.2062
12/3/2021,1.132
12/2/2021,1.2063
12/1/2021,1.1354
11/30/2021,1.1596
11/29/2021,1.15
11/26/2021,1.1597
11/25/2021,1.3424
11/24/2021,1.3424
11/23/2021,1.3391
11/22/2021,1.3168
11/19/2021,1.2214
11/18/2021,1.2196
11/17/2021,1.231
11/16/2021,1.2653
11/15/2021,1.2522
11/12/2021,1.2211
11/11/2021,1.216
11/10/2021,1.216
11/9/2021,1.0813
11/8/2021,1.1169
11/5/2021,1.0555
11/4/2021,1.1105
11/3/2021,1.1881
11/2/2021,1.1476
11/1/2021,1.1767
10/29/2021,1.1831
10/28/2021,1.1847
10/27/2021,1.15
10/26/2021,1.1745
10/25/2021,1.1711
10/22/2021,1.1957
10/21/2021,1.2397
10/20/2021,1.1653
10/19/2021,1.1619
10/18/2021,1.17
10/15/2021,1.1255
10/14/2021,1.05
10/13/2021,1.0695
10/12/2021,1.071
10/11/2021,1.0595
10/8/2021,1.0595
10/7/2021,1.0218
10/6/2021,0.9813
10/5/2021,0.9732
10/4/2021,0.9441
10/1/2021,0.928
9/30/2021,0.9649
9/29/2021,0.9906
9/28/2021,1.0196
9/27/2021,0.9847
9/24/2021,0.9469
9/23/2021,0.9482
9/22/2021,0.8504
9/21/2021,0.8292
9/20/2021,0.8243
9/17/2021,0.86
9/16/2021,0.8404
9/15/2021,0.7967
9/14/2021,0.7854
9/13/2021,0.8047
9/10/2021,0.816
9/9/2021,0.7885
9/8/2021,0.8094
9/7/2021,0.8222
9/6/2021,0.7836
9/3/2021,0.7836
9/2/2021,0.7644
9/1/2021,0.7724
8/31/2021,0.7771
8/30/2021,0.7676
8/27/2021,0.7995
8/26/2021,0.8492
8/25/2021,0.8178
8/24/2021,0.7965
8/23/2021,0.7688
8/20/2021,0.7817
8/19/2021,0.7669
8/18/2021,0.7685
8/17/2021,0.7668
8/16/2021,0.7618
8/13/2021,0.7731
8/12/2021,0.8229
8/11/2021,0.8083
8/10/2021,0.8259
8/9/2021,0.7952
8/6/2021,0.7677
8/5/2021,0.7241
8/4/2021,0.6761
8/3/2021,0.6473
8/2/2021,0.6537
7/30/2021,0.6904
7/29/2021,0.7351
7/28/2021,0.7111
7/27/2021,0.6987
7/26/2021,0.7214
7/23/2021,0.7118
7/22/2021,0.7185
7/21/2021,0.7362
7/20/2021,0.685
7/19/2021,0.7043
7/16/2021,0.7734
7/15/2021,0.7752
7/14/2021,0.7945
7/13/2021,0.846
7/12/2021,0.7946
7/9/2021,0.785
7/8/2021,0.742
7/7/2021,0.7788
7/6/2021,0.7965
7/5/2021,0.8573
7/2/2021,0.8573
7/1/2021,0.8926
6/30/2021,0.8894
6/29/2021,0.8894
6/28/2021,0.8958
6/25/2021,0.9215
6/24/2021,0.9134
6/23/2021,0.8813
6/22/2021,0.8552
6/21/2021,0.8877
6/18/2021,0.8746
6/17/2021,0.8809
6/16/2021,0.8954
6/15/2021,0.7806
6/14/2021,0.7822
6/11/2021,0.7387
6/10/2021,0.7115
6/9/2021,0.75
6/8/2021,0.7724
6/7/2021,0.7933
6/4/2021,0.7788
6/3/2021,0.8397
6/2/2021,0.7932
6/1/2021,0.8044
5/31/2021,0.7995
5/28/2021,0.7995
5/27/2021,0.8155
5/26/2021,0.7824
5/25/2021,0.771
5/24/2021,0.8034
5/21/2021,0.8212
5/20/2021,0.8114
5/19/2021,0.8567
5/18/2021,0.8178
5/17/2021,0.8355
5/14/2021,0.8129
5/13/2021,0.8273
5/12/2021,0.8628
5/11/2021,0.7998
5/10/2021,0.7837
5/7/2021,0.7741
5/6/2021,0.8045
5/5/2021,0.7932
5/4/2021,0.8173
5/3/2021,0.8237
4/30/2021,0.8461
4/29/2021,0.8636
4/28/2021,0.8508
4/27/2021,0.8813
4/26/2021,0.8294
4/23/2021,0.8164
4/22/2021,0.7904
4/21/2021,0.7968
4/20/2021,0.792
4/19/2021,0.8292
4/16/2021,0.8307
4/15/2021,0.8177
4/14/2021,0.8548
4/13/2021,0.8354
4/12/2021,0.8805
4/9/2021,0.8627
4/8/2021,0.8351
4/7/2021,0.8689
4/6/2021,0.8721
4/5/2021,0.922
4/2/2021,0.977
4/1/2021,0.9009
3/31/2021,0.9393
3/30/2021,0.8957
3/29/2021,0.8877
3/26/2021,0.8652
3/25/2021,0.8347
3/24/2021,0.8076
3/23/2021,0.8156
3/22/2021,0.8628
3/19/2021,0.8806
3/18/2021,0.8636
3/17/2021,0.7983
3/16/2021,0.829
3/15/2021,0.8272
3/12/2021,0.8401
3/11/2021,0.786
3/10/2021,0.7891
3/9/2021,0.8051
3/8/2021,0.8536
3/5/2021,0.7983
3/4/2021,0.7898
3/3/2021,0.7316
3/2/2021,0.6594
3/1/2021,0.6961
2/26/2021,0.7313
2/25/2021,0.8198
2/24/2021,0.6004
2/23/2021,0.5663
2/22/2021,0.5986
2/19/2021,0.5758
2/18/2021,0.5529
2/17/2021,0.5464
2/16/2021,0.5737
2/15/2021,0.4916
2/12/2021,0.4916
2/11/2021,0.4626
2/10/2021,0.4498
2/9/2021,0.4737
2/8/2021,0.4784
2/5/2021,0.4624
2/4/2021,0.4575
2/3/2021,0.4622
2/2/2021,0.4399
2/1/2021,0.4241
1/29/2021,0.4193
1/28/2021,0.4272
1/27/2021,0.4114
1/26/2021,0.4087
1/25/2021,0.4022
1/22/2021,0.4311
1/21/2021,0.4454
1/20/2021,0.4406
1/19/2021,0.4454
1/18/2021,0.4501
1/15/2021,0.4501
1/14/2021,0.4836
1/13/2021,0.4691
1/12/2021,0.4994
1/11/2021,0.5058
1/8/2021,0.4833
1/7/2021,0.4592
1/6/2021,0.4258
1/5/2021,0.3766
1/4/2021,0.3497
1/1/2021,0.3608
12/31/2020,0.3608
12/30/2020,0.3671
12/29/2020,0.3782
12/28/2020,0.3542
12/25/2020,0.3622
12/24/2020,0.3622
12/23/2020,0.3702
12/22/2020,0.3622
12/21/2020,0.3798
12/18/2020,0.3814
12/17/2020,0.3782
12/16/2020,0.367
12/15/2020,0.3639
12/14/2020,0.3575
12/11/2020,0.3655
12/10/2020,0.3861
12/9/2020,0.4036
12/8/2020,0.3925
12/7/2020,0.3861
12/4/2020,0.4162
12/3/2020,0.394
12/2/2020,0.4146
12/1/2020,0.4161
11/30/2020,0.3608
11/27/2020,0.364
11/26/2020,0.394
11/25/2020,0.394
11/24/2020,0.3955
11/23/2020,0.3844
11/20/2020,0.3715
11/19/2020,0.3729
11/18/2020,0.3952
11/17/2020,0.3792
11/16/2020,0.4063
11/13/2020,0.4062
11/12/2020,0.3916
11/11/2020,0.4538
11/10/2020,0.4538
11/9/2020,0.428
11/6/2020,0.361
11/5/2020,0.3259
11/4/2020,0.3275
11/3/2020,0.3956
11/2/2020,0.3749
10/30/2020,0.3844
10/29/2020,0.3701
10/28/2020,0.3301
10/27/2020,0.3301
10/26/2020,0.3509
10/23/2020,0.3765
10/22/2020,0.3747
10/21/2020,0.3554
10/20/2020,0.3345
10/19/2020,0.3345
10/16/2020,0.3217
10/15/2020,0.3136
10/14/2020,0.304
10/13/2020,0.304
10/12/2020,0.3374
10/9/2020,0.3374
10/8/2020,0.3372
10/7/2020,0.3419
10/6/2020,0.3117
10/5/2020,0.3354
10/2/2020,0.2863
10/1/2020,0.2721
9/30/2020,0.2768
9/29/2020,0.2547
9/28/2020,0.2579
9/25/2020,0.2673
9/24/2020,0.2752
9/23/2020,0.2707
9/22/2020,0.2659
9/21/2020,0.2659
9/18/2020,0.2819
9/17/2020,0.277
9/16/2020,0.2818
9/15/2020,0.2722
9/14/2020,0.2643
9/11/2020,0.2516
9/10/2020,0.2674
9/9/2020,0.2817
9/8/2020,0.2674
9/7/2020,0.2991
9/4/2020,0.2991
9/3/2020,0.2484
9/2/2020,0.2516
9/1/2020,0.2532
8/31/2020,0.2673
8/28/2020,0.2689
8/27/2020,0.313
8/26/2020,0.2852
8/25/2020,0.2931
8/24/2020,0.2819
8/21/2020,0.2643
8/20/2020,0.2723
8/19/2020,0.2834
8/18/2020,0.277
8/17/2020,0.2882
8/14/2020,0.2945
8/13/2020,0.3215
8/12/2020,0.3039
8/11/2020,0.2754
8/10/2020,0.2358
8/7/2020,0.231
8/6/2020,0.2137
8/5/2020,0.2232
8/4/2020,0.1902
8/3/2020,0.2185
7/31/2020,0.2044
7/30/2020,0.2311
7/29/2020,0.2516
7/28/2020,0.2642
7/27/2020,0.2852
7/24/2020,0.2756
7/23/2020,0.2707
7/22/2020,0.2739
7/21/2020,0.2643
7/20/2020,0.2787
7/17/2020,0.2834
7/16/2020,0.2754
7/15/2020,0.2881
7/14/2020,0.2897
7/13/2020,0.2849
7/10/2020,0.3055
7/9/2020,0.2832
7/8/2020,0.3007
7/7/2020,0.2864
7/6/2020,0.3022
7/3/2020,0.2958
7/2/2020,0.2958
7/1/2020,0.3115
6/30/2020,0.2878
6/29/2020,0.2736
6/26/2020,0.302
6/25/2020,0.332
6/24/2020,0.3155
6/23/2020,0.3299
6/22/2020,0.3394
6/19/2020,0.3266
6/18/2020,0.3328
6/17/2020,0.344
6/16/2020,0.3439
6/15/2020,0.3423
6/12/2020,0.3279
6/11/2020,0.323
6/10/2020,0.315
6/9/2020,0.4009
6/8/2020,0.4471
6/5/2020,0.463
6/4/2020,0.4084
6/3/2020,0.3655
6/2/2020,0.3179
6/1/2020,0.3052
5/29/2020,0.3036
5/28/2020,0.3384
5/27/2020,0.3478
5/26/2020,0.3478
5/25/2020,0.3334
5/22/2020,0.3334
5/21/2020,0.3383
5/20/2020,0.3383
5/19/2020,0.332
5/18/2020,0.3702
5/15/2020,0.3082
5/14/2020,0.3051
5/13/2020,0.3162
5/12/2020,0.3242
5/11/2020,0.3512
5/8/2020,0.3338
5/7/2020,0.3054
5/6/2020,0.3718
5/5/2020,0.375
5/4/2020,0.3639
5/1/2020,0.3497
4/30/2020,0.3624
4/29/2020,0.3671
4/28/2020,0.375
4/27/2020,0.4037
4/24/2020,0.3734
4/23/2020,0.3689
4/22/2020,0.3673
4/21/2020,0.3356
4/20/2020,0.3421
4/17/2020,0.3596
4/16/2020,0.3567
4/15/2020,0.3377
4/14/2020,0.4203
4/13/2020,0.449
4/10/2020,0.4045
4/9/2020,0.4045
4/8/2020,0.4714
4/7/2020,0.4571
4/6/2020,0.4397
4/3/2020,0.3844
4/2/2020,0.3814
4/1/2020,0.3515
3/31/2020,0.3799
3/30/2020,0.4131
3/27/2020,0.3942
3/26/2020,0.5254
3/25/2020,0.5254
3/24/2020,0.5225
3/23/2020,0.411
3/20/2020,0.4585
3/19/2020,0.6872
3/18/2020,0.7879
3/17/2020,0.7434
3/16/2020,0.4905
3/13/2020,0.7168
3/12/2020,0.6035
3/11/2020,0.7034
3/10/2020,0.6672
3/9/2020,0.4772
3/6/2020,0.6093
3/5/2020,0.6779
3/4/2020,0.7825
3/3/2020,0.7431
3/2/2020,0.9419
2/28/2020,0.9356
2/27/2020,1.0686
2/26/2020,1.159
2/25/2020,1.1835
2/24/2020,1.2096
2/21/2020,1.3224
2/20/2020,1.3635
2/19/2020,1.4078
2/18/2020,1.3979
2/17/2020,1.4159
2/14/2020,1.4159
2/13/2020,1.4437
2/12/2020,1.4503
2/11/2020,1.4207
2/10/2020,1.388
2/7/2020,1.4044
2/6/2020,1.4615
2/5/2020,1.4631
2/4/2020,1.419
2/3/2020,1.3474
1/31/2020,1.3134
1/30/2020,1.4058
1/29/2020,1.4058
1/28/2020,1.4791
1/27/2020,1.4414
1/24/2020,1.5038
1/23/2020,1.5469
1/22/2020,1.5749
1/21/2020,1.575
1/20/2020,1.6195
1/17/2020,1.6195
1/16/2020,1.6247
1/15/2020,1.5985
1/14/2020,1.6199
1/13/2020,1.6495
1/10/2020,1.6315
1/9/2020,1.653
1/8/2020,1.6629
1/7/2020,1.6122
1/6/2020,1.6058
1/3/2020,1.5896
1/2/2020,1.6665
1/1/2020,1.691
12/31/2019,1.691
12/30/2019,1.6699
12/27/2019,1.678
12/26/2019,1.7189
12/25/2019,1.709
12/24/2019,1.709
12/23/2019,1.7488
12/20/2019,1.7304
12/19/2019,1.7317
12/18/2019,1.7332
12/17/2019,1.7065
12/16/2019,1.7014
12/13/2019,1.6532
12/12/2019,1.7258
12/11/2019,1.6381
12/10/2019,1.6859
12/9/2019,1.6561
12/6/2019,1.6626
12/5/2019,1.6327
12/4/2019,1.5998
12/3/2019,1.5424
12/2/2019,1.6424
11/29/2019,1.6259
11/28/2019,1.6292
11/27/2019,1.6292
11/26/2019,1.5959
11/25/2019,1.6108
11/22/2019,1.624
11/21/2019,1.6189
11/20/2019,1.589
11/19/2019,1.6204
11/18/2019,1.6353
11/15/2019,1.6468
11/14/2019,1.6284
11/13/2019,1.6911
11/12/2019,1.7391
11/11/2019,1.7456
11/8/2019,1.7456
11/7/2019,1.7302
11/6/2019,1.6311
11/5/2019,1.664
11/4/2019,1.5932
11/1/2019,1.5424
10/31/2019,1.5195
10/30/2019,1.6061
10/29/2019,1.6618
10/28/2019,1.6618
10/25/2019,1.6192
10/24/2019,1.5832
10/23/2019,1.5908
10/22/2019,1.5858
10/21/2019,1.6106
10/18/2019,1.5675
10/17/2019,1.5757
10/16/2019,1.5608
10/15/2019,1.5971
10/14/2019,1.5542
10/11/2019,1.5542
10/10/2019,1.4885
10/9/2019,1.4037
10/8/2019,1.3517
10/7/2019,1.3908
10/4/2019,1.347
10/3/2019,1.3473
10/2/2019,1.4316
10/1/2019,1.4902
9/30/2019,1.544
9/27/2019,1.562
9/26/2019,1.5799
9/25/2019,1.6074
9/24/2019,1.5273
9/23/2019,1.6021
9/20/2019,1.6002
9/19/2019,1.6597
9/18/2019,1.6762
9/17/2019,1.6576
9/16/2019,1.6991
9/13/2019,1.7507
9/12/2019,1.6349
9/11/2019,1.5932
9/10/2019,1.5913
9/9/2019,1.4987
9/6/2019,1.4328
9/5/2019,1.426
9/4/2019,1.3182
9/3/2019,1.3295
9/2/2019,1.3865
8/30/2019,1.3865
8/29/2019,1.3963
8/28/2019,1.3792
8/27/2019,1.3778
8/26/2019,1.4171
8/23/2019,1.4173
8/22/2019,1.5011
8/21/2019,1.4735
8/20/2019,1.4329
8/19/2019,1.477
8/16/2019,1.4169
8/15/2019,1.424
8/14/2019,1.4892
8/13/2019,1.584
8/12/2019,1.4927
8/9/2019,1.5792
8/8/2019,1.5453
8/7/2019,1.5503
8/6/2019,1.513
8/5/2019,1.518
8/2/2019,1.6582
8/1/2019,1.6829
7/31/2019,1.8272
7/30/2019,1.842
7/29/2019,1.8469
7/26/2019,1.8469
7/25/2019,1.8585
7/24/2019,1.8098
7/23/2019,1.8331
7/22/2019,1.8031
7/19/2019,1.8147
7/18/2019,1.7665
7/17/2019,1.8129
7/16/2019,1.8677
7/15/2019,1.8444
7/12/2019,1.8709
7/11/2019,1.8923
7/10/2019,1.8259
7/9/2019,1.8789
7/8/2019,1.8556
7/5/2019,1.8308
7/4/2019,1.7336
7/3/2019,1.7336
7/2/2019,1.7434
7/1/2019,1.7894
6/28/2019,1.7664
6/27/2019,1.7697
6/26/2019,1.7952
6/25/2019,1.7243
6/24/2019,1.7475
6/21/2019,1.7906
6/20/2019,1.781
6/19/2019,1.7581
6/18/2019,1.8324
6/17/2019,1.8556
6/14/2019,1.8326
6/13/2019,1.8378
6/12/2019,1.8708
6/11/2019,1.9155
6/10/2019,1.9155
6/7/2019,1.8529
6/6/2019,1.8828
6/5/2019,1.8763
6/4/2019,1.8961
6/3/2019,1.8354
5/31/2019,1.911
5/30/2019,2.0198
5/29/2019,2.0694
5/28/2019,2.0686
5/27/2019,2.1205
5/24/2019,2.1205
5/23/2019,2.1141
5/22/2019,2.1794
5/21/2019,2.2264
5/20/2019,2.2046
5/17/2019,2.1728
5/16/2019,2.1696
5/15/2019,2.148
5/14/2019,2.1881
5/13/2019,2.1831
5/10/2019,2.2633
5/9/2019,2.2449
5/8/2019,2.285
5/7/2019,2.2583
5/6/2019,2.2633
5/3/2019,2.3234
5/2/2019,2.345
5/1/2019,2.2999
4/30/2019,2.2783
4/29/2019,2.3116
4/26/2019,2.2882
4/25/2019,2.3299
4/24/2019,2.3119
4/23/2019,2.3593
4/22/2019,2.3863
4/19/2019,2.3709
4/18/2019,2.3709
4/17/2019,2.4026
4/16/2019,2.4059
4/15/2019,2.3719
4/12/2019,2.3802
4/11/2019,2.3107
4/10/2019,2.272
4/9/2019,2.3055
4/8/2019,2.3272
4/5/2019,2.3053
4/4/2019,2.3201
4/3/2019,2.3268
4/2/2019,2.2865
4/1/2019,2.3215
3/29/2019,2.233
3/28/2019,2.2145
3/27/2019,2.1563
3/26/2019,2.2049
3/25/2019,2.1783
3/22/2019,2.2419
3/21/2019,2.3412
3/20/2019,2.3277
3/19/2019,2.4254
3/18/2019,2.4119
3/15/2019,2.3951
3/14/2019,2.4304
3/13/2019,2.4304
3/12/2019,2.4085
3/11/2019,2.4421
3/8/2019,2.4303
3/7/2019,2.4403
3/6/2019,2.4991
3/5/2019,2.5277
3/4/2019,2.5276
3/1/2019,2.5562
2/28/2019,2.5122
2/27/2019,2.4803
2/26/2019,2.4451
2/25/2019,2.4761
2/22/2019,2.471
2/21/2019,2.5134
2/20/2019,2.4677
2/19/2019,2.4576
2/18/2019,2.4931
2/15/2019,2.4931
2/14/2019,2.4729
2/13/2019,2.5235
2/12/2019,2.4965
2/11/2019,2.4663
2/8/2019,2.4445
2/7/2019,2.463
2/6/2019,2.5033
2/5/2019,2.51
2/4/2019,2.5352
2/1/2019,2.5033
1/31/2019,2.4365
1/30/2019,2.4833
1/29/2019,2.5452
1/28/2019,2.5805
1/25/2019,2.5992
1/24/2019,2.5502
1/23/2019,2.5756
1/22/2019,2.5773
1/21/2019,2.6231
1/18/2019,2.6231
1/17/2019,2.5707
1/16/2019,2.537
1/15/2019,2.5304
1/14/2019,2.5237
1/11/2019,2.5288
1/10/2019,2.5676
1/9/2019,2.5475
1/8/2019,2.5795
1/7/2019,2.5375
1/4/2019,2.5008
1/3/2019,2.3579
1/2/2019,2.4577
1/1/2019,2.5111
12/31/2018,2.5111
12/28/2018,2.5547
12/27/2018,2.6166
12/26/2018,2.6483
12/25/2018,2.5793
12/24/2018,2.5793
12/21/2018,2.6386
12/20/2018,2.6677
12/19/2018,2.6189
12/18/2018,2.646
12/17/2018,2.6933
12/14/2018,2.7306
12/13/2018,2.7545
12/12/2018,2.7681
12/11/2018,2.7411
12/10/2018,2.7142
12/7/2018,2.6891
12/6/2018,2.7533
12/5/2018,2.7871
12/4/2018,2.7871
12/3/2018,2.8175
11/30/2018,2.8125
11/29/2018,2.8463
11/28/2018,2.8649
11/27/2018,2.8901
11/26/2018,2.885
11/23/2018,2.8662
11/22/2018,2.8901
11/21/2018,2.8901
11/20/2018,2.8867
11/19/2018,2.8697
11/16/2018,2.8782
11/15/2018,2.9379
11/14/2018,2.9567
11/13/2018,2.984
11/12/2018,3.0353
11/9/2018,3.0353
11/8/2018,3.0916
11/7/2018,3.0795
11/6/2018,3.0554
11/5/2018,3.028
11/2/2018,3.033
11/1/2018,2.9563
10/31/2018,2.9749
10/30/2018,2.9562
10/29/2018,2.919
10/26/2018,2.9071
10/25/2018,2.9596
10/24/2018,2.9398
10/23/2018,3.012
10/22/2018,3.0498
10/19/2018,3.0463
10/18/2018,3.0272
10/17/2018,3.058
10/16/2018,3.0236
10/15/2018,3.0098
10/12/2018,3.0149
10/11/2018,3.0044
10/10/2018,3.0027
10/9/2018,3.0557
10/8/2018,3.0693
10/5/2018,3.0693
10/4/2018,3.045
10/3/2018,3.0449
10/2/2018,2.9512
10/1/2018,2.9614
9/28/2018,2.9529
9/27/2018,2.9563
9/26/2018,2.9444
9/25/2018,2.9814
9/24/2018,2.9675
9/21/2018,2.9485
9/20/2018,2.9533
9/19/2018,2.9464
9/18/2018,2.9428
9/17/2018,2.8879
9/14/2018,2.9033
9/13/2018,2.8723
9/12/2018,2.862
9/11/2018,2.8671
9/10/2018,2.8228
9/7/2018,2.8211
9/6/2018,2.7415
9/5/2018,2.7685
9/4/2018,2.7719
9/3/2018,2.7382
8/31/2018,2.7382
8/30/2018,2.75
8/29/2018,2.782
8/28/2018,2.7737
8/27/2018,2.7412
8/24/2018,2.7122
8/23/2018,2.7225
8/22/2018,2.7039
8/21/2018,2.7107
8/20/2018,2.6971
8/17/2018,2.7413
8/16/2018,2.7413
8/15/2018,2.7346
8/14/2018,2.7719
8/13/2018,2.7499
8/10/2018,2.7448
8/9/2018,2.8075
8/8/2018,2.8312
8/7/2018,2.8414
8/6/2018,2.8041
8/3/2018,2.8125
8/2/2018,2.8548
8/1/2018,2.8751
7/31/2018,2.8479
7/30/2018,2.8496
7/27/2018,2.8394
7/26/2018,2.8597
7/25/2018,2.8488
7/24/2018,2.8195
7/23/2018,2.8176
7/20/2018,2.7645
7/19/2018,2.7336
7/18/2018,2.7676
7/17/2018,2.7625
7/16/2018,2.7522
7/13/2018,2.7249
7/12/2018,2.7468
7/11/2018,2.7502
7/10/2018,2.7467
7/9/2018,2.7484
7/6/2018,2.7178
7/5/2018,2.7279
7/4/2018,2.7211
7/3/2018,2.7211
7/2/2018,2.7548
6/29/2018,2.7378
6/28/2018,2.7142
6/27/2018,2.6952
6/26/2018,2.7463
6/25/2018,2.7515
6/22/2018,2.7668
6/21/2018,2.7668
6/20/2018,2.8077
6/19/2018,2.7702
6/18/2018,2.7906
6/15/2018,2.7974
6/14/2018,2.8059
6/13/2018,2.8297
6/12/2018,2.8093
6/11/2018,2.7957
6/8/2018,2.7838
6/7/2018,2.7634
6/6/2018,2.8091
6/5/2018,2.7685
6/4/2018,2.7939
6/1/2018,2.7483
5/31/2018,2.6962
5/30/2018,2.6811
5/29/2018,2.5841
5/28/2018,2.7652
5/25/2018,2.7652
5/24/2018,2.8141
5/23/2018,2.8249
5/22/2018,2.8968
5/21/2018,2.895
5/18/2018,2.8881
5/17/2018,2.9359
5/16/2018,2.9392
5/15/2018,2.9186
5/14/2018,2.8621
5/11/2018,2.8382
5/10/2018,2.8296
5/9/2018,2.8398
5/8/2018,2.8143
5/7/2018,2.7871
5/4/2018,2.7837
5/3/2018,2.7803
5/2/2018,2.7955
5/1/2018,2.8124
4/30/2018,2.7972
4/27/2018,2.8006
4/26/2018,2.8124
4/25/2018,2.8366
4/24/2018,2.826
4/23/2018,2.8207
4/20/2018,2.7999
4/19/2018,2.7549
4/18/2018,2.7309
4/17/2018,2.6881
4/16/2018,2.6795
4/13/2018,2.6726
4/12/2018,2.6707
4/11/2018,2.6129
4/10/2018,2.6247
4/9/2018,2.5976
4/6/2018,2.5858
4/5/2018,2.638
4/4/2018,2.6193
4/3/2018,2.5957
4/2/2018,2.5469
3/30/2018,2.562
3/29/2018,2.562
3/28/2018,2.5956
3/27/2018,2.567
3/26/2018,2.6401
3/23/2018,2.5993
3/22/2018,2.6231
3/21/2018,2.6741
3/20/2018,2.6962
3/19/2018,2.6553
3/16/2018,2.6418
3/15/2018,2.6249
3/14/2018,2.6097
3/13/2018,2.6181
3/12/2018,2.635
3/9/2018,2.6502
3/8/2018,2.63
3/7/2018,2.6485
3/6/2018,2.6536
3/5/2018,2.6451
3/2/2018,2.6283
3/1/2018,2.5797
2/28/2018,2.6401
2/27/2018,2.6603
2/26/2018,2.6099
2/23/2018,2.6183
2/22/2018,2.6552
2/21/2018,2.6858
2/20/2018,2.6446
2/19/2018,2.6291
2/16/2018,2.6291
2/15/2018,2.6508
2/14/2018,2.6319
2/13/2018,2.5418
2/12/2018,2.5587
2/9/2018,2.5433
2/8/2018,2.538
2/7/2018,2.5565
2/6/2018,2.5396
2/5/2018,2.4369
2/2/2018,2.5883
2/1/2018,2.5712
1/31/2018,2.5139
1/30/2018,2.5054
1/29/2018,2.4903
1/26/2018,2.4702
1/25/2018,2.42
1/24/2018,2.4343
1/23/2018,2.412
1/22/2018,2.4476
1/19/2018,2.4491
1/18/2018,2.418
